9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
HESELTINE	183145	183145	183145	183145	0	0	0	0	0	0	0	0	183145
EXISTENTS	183136	183136	183136	183136	0	0	0	0	0	0	0	0	183136
CELESTINA	183113	183113	183113	183113	0	0	0	0	0	0	0	0	183113
CHAEMENID	183113	0	0	0	183113	0	0	0	0	0	0	0	183113
ACHAEMENI	183113	0	0	183113	0	0	0	0	0	0	0	0	0
UNCOMPLAI	183106	0	0	183106	0	0	0	0	0	0	0	0	0
NCOMPLAIN	183106	0	0	0	183106	0	0	0	0	0	0	0	0
DORNBUSCH	183092	183092	183092	183092	0	0	0	0	0	0	0	0	183092
EMOLLIENT	183081	183081	183081	183081	0	0	0	0	0	0	0	0	183081
VACCINIUM	183059	183059	183059	183059	0	0	0	0	0	0	0	0	183059
ROUSSILLO	183012	0	0	183012	0	0	0	0	0	0	0	0	0
OUSSILLON	183012	0	0	0	183012	0	0	0	0	0	0	0	183012
NDERSHIRT	182997	0	0	0	182997	0	0	0	0	0	0	0	182997
UNDERSHIR	182997	0	0	182997	0	0	0	0	0	0	0	0	0
DULTERESS	182983	0	0	0	182983	0	0	0	0	0	0	0	182983
ADULTERES	182983	0	0	182983	0	0	0	0	0	0	0	0	0
HEPHERDED	182959	0	0	0	182959	0	0	0	0	0	0	0	182959
RINGENTLY	182950	0	0	0	0	182950	0	0	0	0	0	0	182950
TRINGENTL	182950	0	0	0	182950	0	0	0	0	0	0	0	0
FLOCCULEN	182938	0	0	182938	0	0	0	0	0	0	0	0	0
LOCCULENT	182938	0	0	0	182938	0	0	0	0	0	0	0	182938
ESPERIDES	182912	0	0	0	182912	0	0	0	0	0	0	0	182912
HESPERIDE	182912	0	0	182912	0	0	0	0	0	0	0	0	0
ECHINACEA	182891	182891	182891	182891	0	0	0	0	0	0	0	0	182891
EPISIOTOM	182887	0	0	182887	0	0	0	0	0	0	0	0	0
PISIOTOMY	182887	0	0	0	182887	0	0	0	0	0	0	0	182887
ROTAVIRUS	182881	182881	182881	182881	0	0	0	0	0	0	0	0	182881
SHOCKWAVE	182872	182872	182872	182872	0	0	0	0	0	0	0	0	182872
VERSITATI	182835	0	0	0	0	0	182835	0	0	0	0	0	0
ERSITATIS	182835	0	0	0	0	0	0	182835	0	0	0	0	182835
YARTERITI	182816	0	0	0	0	0	182816	0	0	0	0	0	0
POLYARTER	182816	0	0	182816	0	0	0	0	0	0	0	0	0
OLYARTERI	182816	0	0	0	182816	0	0	0	0	0	0	0	0
LYARTERIT	182816	0	0	0	0	182816	0	0	0	0	0	0	0
TYLISTICS	182784	0	0	0	182784	0	0	0	0	0	0	0	182784
ASPARTAME	182774	182774	182774	182774	0	0	0	0	0	0	0	0	182774
MOLDAVIAN	182773	182773	182773	182773	0	0	0	0	0	0	0	0	182773
RICHLOROE	182771	0	0	0	182771	0	0	0	0	0	0	0	0
LOROETHYL	182771	0	0	0	0	0	0	0	182771	0	0	0	0
ICHLOROET	182771	0	0	0	0	182771	0	0	0	0	0	0	0
CHLOROETH	182771	0	0	0	0	0	182771	0	0	0	0	0	0
HLOROETHY	182771	0	0	0	0	0	0	182771	0	0	0	0	0
ARTIFACTU	182757	0	0	182757	0	0	0	0	0	0	0	0	0
TIFACTUAL	182757	0	0	0	0	182757	0	0	0	0	0	0	182757
RTIFACTUA	182757	0	0	0	182757	0	0	0	0	0	0	0	0
URIGNACIA	182719	0	0	0	182719	0	0	0	0	0	0	0	0
AURIGNACI	182719	0	0	182719	0	0	0	0	0	0	0	0	0
RIGNACIAN	182719	0	0	0	0	182719	0	0	0	0	0	0	182719
NETARISTS	182716	0	0	0	0	182716	0	0	0	0	0	0	182716
BORTHWICK	182715	182715	182715	182715	0	0	0	0	0	0	0	0	182715
REMARQUES	182683	182683	182683	182683	0	0	0	0	0	0	0	0	182683
RINCREASI	182676	0	0	0	0	0	182676	0	0	0	0	0	0
EVERINCRE	182676	0	0	182676	0	0	0	0	0	0	0	0	0
VERINCREA	182676	0	0	0	182676	0	0	0	0	0	0	0	0
ERINCREAS	182676	0	0	0	0	182676	0	0	0	0	0	0	0
ALLANDIGH	182668	0	0	0	182668	0	0	0	0	0	0	0	0
VALLANDIG	182668	0	0	182668	0	0	0	0	0	0	0	0	0
LLANDIGHA	182668	0	0	0	0	182668	0	0	0	0	0	0	0
LANDIGHAM	182668	0	0	0	0	0	182668	0	0	0	0	0	182668
FLATTERIE	182648	0	0	182648	0	0	0	0	0	0	0	0	0
LATTERIES	182648	0	0	0	182648	0	0	0	0	0	0	0	182648
BREADCRUM	182641	0	0	182641	0	0	0	0	0	0	0	0	0
READCRUMB	182641	0	0	0	182641	0	0	0	0	0	0	0	0
EADCRUMBS	182641	0	0	0	0	182641	0	0	0	0	0	0	182641
POSTMARKE	182627	0	0	182627	0	0	0	0	0	0	0	0	0
OSTMARKED	182627	0	0	0	182627	0	0	0	0	0	0	0	182627
BIOPSYCHO	182614	0	0	182614	0	0	0	0	0	0	0	0	0
IOPSYCHOS	182614	0	0	0	182614	0	0	0	0	0	0	0	0
OPSYCHOSO	182614	0	0	0	0	182614	0	0	0	0	0	0	0
TATARSALS	182609	0	0	0	0	182609	0	0	0	0	0	0	182609
HAVERSIAN	182604	182604	182604	182604	0	0	0	0	0	0	0	0	182604
PATERFAMI	182535	0	0	182535	0	0	0	0	0	0	0	0	0
TERFAMILI	182535	0	0	0	0	182535	0	0	0	0	0	0	0
ATERFAMIL	182535	0	0	0	182535	0	0	0	0	0	0	0	0
ERFAMILIA	182535	0	0	0	0	0	182535	0	0	0	0	0	0
RFAMILIAS	182535	0	0	0	0	0	0	182535	0	0	0	0	182535
UNOSORBEN	182495	0	0	0	0	0	182495	0	0	0	0	0	0
MMUNOSORB	182495	0	0	0	182495	0	0	0	0	0	0	0	0
NOSORBENT	182495	0	0	0	0	0	0	182495	0	0	0	0	182495
MUNOSORBE	182495	0	0	0	0	182495	0	0	0	0	0	0	0
IMMUNOSOR	182495	0	0	182495	0	0	0	0	0	0	0	0	0
REFOCUSIN	182493	0	0	182493	0	0	0	0	0	0	0	0	0
EFOCUSING	182493	0	0	0	182493	0	0	0	0	0	0	0	182493
RNBOROUGH	182426	0	0	0	0	182426	0	0	0	0	0	0	182426
FARNBOROU	182426	0	0	182426	0	0	0	0	0	0	0	0	0
ARNBOROUG	182426	0	0	0	182426	0	0	0	0	0	0	0	0
VOLUBILIT	182395	0	0	182395	0	0	0	0	0	0	0	0	0
IMPOUNDIN	182381	0	0	182381	0	0	0	0	0	0	0	0	0
MUDSTONES	182379	182379	182379	182379	0	0	0	0	0	0	0	0	182379
DESHPANDE	182350	182350	182350	182350	0	0	0	0	0	0	0	0	182350
OBUTAMINE	182334	0	0	0	182334	0	0	0	0	0	0	0	182334
DOBUTAMIN	182334	0	0	182334	0	0	0	0	0	0	0	0	0
ISUALIZES	182317	0	0	0	182317	0	0	0	0	0	0	0	182317
TENTIATED	182305	0	0	0	0	182305	0	0	0	0	0	0	182305
SARSAPARI	182290	0	0	182290	0	0	0	0	0	0	0	0	0
SAPARILLA	182290	0	0	0	0	0	182290	0	0	0	0	0	182290
RSAPARILL	182290	0	0	0	0	182290	0	0	0	0	0	0	0
ARSAPARIL	182290	0	0	0	182290	0	0	0	0	0	0	0	0
ONERATION	182289	0	0	0	0	182289	0	0	0	0	0	0	182289
XONERATIO	182289	0	0	0	182289	0	0	0	0	0	0	0	0
SOCINIANS	182267	182267	182267	182267	0	0	0	0	0	0	0	0	182267
NONREACTI	182251	0	0	182251	0	0	0	0	0	0	0	0	0
ONREACTIV	182251	0	0	0	182251	0	0	0	0	0	0	0	0
IGENSTATE	182242	0	0	0	182242	0	0	0	0	0	0	0	0
EIGENSTAT	182242	0	0	182242	0	0	0	0	0	0	0	0	0
GENSTATES	182242	0	0	0	0	182242	0	0	0	0	0	0	182242
MPASSIVEL	182241	0	0	0	182241	0	0	0	0	0	0	0	0
TOTROPHIC	182230	0	0	0	0	182230	0	0	0	0	0	0	182230
UTOTROPHI	182230	0	0	0	182230	0	0	0	0	0	0	0	0
AUTOTROPH	182230	0	0	182230	0	0	0	0	0	0	0	0	0
NSUMERIST	182226	0	0	0	0	182226	0	0	0	0	0	0	182226
GRAMMETRY	182212	0	0	0	0	0	0	0	182212	0	0	0	182212
GUSTAFSSO	182203	0	0	182203	0	0	0	0	0	0	0	0	0
USTAFSSON	182203	0	0	0	182203	0	0	0	0	0	0	0	182203
ESTIONERS	182130	0	0	0	0	182130	0	0	0	0	0	0	182130
IBROSARCO	182079	0	0	0	182079	0	0	0	0	0	0	0	0
BROSARCOM	182079	0	0	0	0	182079	0	0	0	0	0	0	0
FIBROSARC	182079	0	0	182079	0	0	0	0	0	0	0	0	0
ACLITAXEL	182049	0	0	0	182049	0	0	0	0	0	0	0	182049
PACLITAXE	182049	0	0	182049	0	0	0	0	0	0	0	0	0
PILLORIED	182046	182046	182046	182046	0	0	0	0	0	0	0	0	182046
RTINSBURG	182040	0	0	0	0	182040	0	0	0	0	0	0	182040
MARTINSBU	182040	0	0	182040	0	0	0	0	0	0	0	0	0
ARTINSBUR	182040	0	0	0	182040	0	0	0	0	0	0	0	0
LOPURINOL	182014	0	0	0	0	182014	0	0	0	0	0	0	182014
LLOPURINO	182014	0	0	0	182014	0	0	0	0	0	0	0	0
ALLOPURIN	182014	0	0	182014	0	0	0	0	0	0	0	0	0
UNLIKENES	181990	0	0	181990	0	0	0	0	0	0	0	0	0
NLIKENESS	181990	0	0	0	181990	0	0	0	0	0	0	0	181990
LINOSITOL	181981	0	0	0	0	0	0	0	0	0	0	0	181981
ATIDYLINO	181981	0	0	0	0	0	0	0	0	181981	0	0	0
HATIDYLIN	181981	0	0	0	0	0	0	0	181981	0	0	0	0
PHATIDYLI	181981	0	0	0	0	0	0	181981	0	0	0	0	0
TIDYLINOS	181981	0	0	0	0	0	0	0	0	0	181981	0	0
YLINOSITO	181981	0	0	0	0	0	0	0	0	0	0	0	0
IDYLINOSI	181981	0	0	0	0	0	0	0	0	0	0	181981	0
DYLINOSIT	181981	0	0	0	0	0	0	0	0	0	0	0	0
SUBAERIAL	181955	181955	181955	181955	0	0	0	0	0	0	0	0	181955
SISTRATUS	181941	0	0	0	0	181941	0	0	0	0	0	0	181941
PISISTRAT	181941	0	0	181941	0	0	0	0	0	0	0	0	0
TISUBMARI	181941	0	0	0	0	181941	0	0	0	0	0	0	0
ISUBMARIN	181941	0	0	0	0	0	181941	0	0	0	0	0	0
NTISUBMAR	181941	0	0	0	181941	0	0	0	0	0	0	0	0
ISISTRATU	181941	0	0	0	181941	0	0	0	0	0	0	0	0
ANTISUBMA	181941	0	0	181941	0	0	0	0	0	0	0	0	0
GHTSBRIDG	181911	0	0	0	0	0	181911	0	0	0	0	0	0
IGHTSBRID	181911	0	0	0	0	181911	0	0	0	0	0	0	0
KNIGHTSBR	181911	0	0	181911	0	0	0	0	0	0	0	0	0
NIGHTSBRI	181911	0	0	0	181911	0	0	0	0	0	0	0	0
HTSBRIDGE	181911	0	0	0	0	0	0	181911	0	0	0	0	181911
MESMERIZI	181869	0	0	181869	0	0	0	0	0	0	0	0	0
SMERIZING	181869	0	0	0	0	181869	0	0	0	0	0	0	181869
ESMERIZIN	181869	0	0	0	181869	0	0	0	0	0	0	0	0
TITRATING	181848	181848	181848	181848	0	0	0	0	0	0	0	0	181848
PHARAONIC	181833	181833	181833	181833	0	0	0	0	0	0	0	0	181833
VISCOUNTE	181800	0	0	181800	0	0	0	0	0	0	0	0	0
SCOUNTESS	181800	0	0	0	0	181800	0	0	0	0	0	0	181800
ISCOUNTES	181800	0	0	0	181800	0	0	0	0	0	0	0	0
CROCRYSTA	181755	0	0	0	0	181755	0	0	0	0	0	0	0
MICROCRYS	181755	0	0	181755	0	0	0	0	0	0	0	0	0
ROCRYSTAL	181755	0	0	0	0	0	181755	0	0	0	0	0	0
ICROCRYST	181755	0	0	0	181755	0	0	0	0	0	0	0	0
ARGUMENTU	181753	0	0	181753	0	0	0	0	0	0	0	0	0
RGUMENTUM	181753	0	0	0	181753	0	0	0	0	0	0	0	181753
YSTOSCOPY	181736	0	0	0	181736	0	0	0	0	0	0	0	181736
CIPHERABL	181723	0	0	0	0	0	0	181723	0	0	0	0	0
IPHERABLE	181723	0	0	0	0	0	0	0	181723	0	0	0	181723
INDECIPHE	181723	0	0	181723	0	0	0	0	0	0	0	0	0
ECIPHERAB	181723	0	0	0	0	0	181723	0	0	0	0	0	0
DECIPHERA	181723	0	0	0	0	181723	0	0	0	0	0	0	0
NDECIPHER	181723	0	0	0	181723	0	0	0	0	0	0	0	0
ADMASTERS	181722	0	0	0	0	181722	0	0	0	0	0	0	181722
HYDRAMINE	181705	0	0	0	0	0	0	0	0	181705	0	0	181705
HENHYDRAM	181705	0	0	0	0	0	181705	0	0	0	0	0	0
PHENHYDRA	181705	0	0	0	0	181705	0	0	0	0	0	0	0
DIPHENHYD	181705	0	0	181705	0	0	0	0	0	0	0	0	0
ENHYDRAMI	181705	0	0	0	0	0	0	181705	0	0	0	0	0
NHYDRAMIN	181705	0	0	0	0	0	0	0	181705	0	0	0	0
IPHENHYDR	181705	0	0	0	181705	0	0	0	0	0	0	0	0
DURYODHAN	181702	0	0	181702	0	0	0	0	0	0	0	0	0
URYODHANA	181702	0	0	0	181702	0	0	0	0	0	0	0	181702
EERSLAYER	181651	0	0	0	181651	0	0	0	0	0	0	0	181651
DEERSLAYE	181651	0	0	181651	0	0	0	0	0	0	0	0	0
NTENDANTS	181642	0	0	0	181642	0	0	0	0	0	0	0	181642
NGENIALIT	181596	0	0	0	0	181596	0	0	0	0	0	0	0
ONGENIALI	181596	0	0	0	181596	0	0	0	0	0	0	0	0
NOMINATES	181567	181567	181567	181567	0	0	0	0	0	0	0	0	181567
GUIDEWIRE	181558	181558	181558	181558	0	0	0	0	0	0	0	0	181558
MAXENTIUS	181545	181545	181545	181545	0	0	0	0	0	0	0	0	181545
WATCHDOGS	181545	181545	181545	181545	0	0	0	0	0	0	0	0	181545
FILARIASI	181526	0	0	181526	0	0	0	0	0	0	0	0	0
ILARIASIS	181526	0	0	0	181526	0	0	0	0	0	0	0	181526
TIGMATISE	181520	0	0	0	181520	0	0	0	0	0	0	0	0
IGMATISED	181520	0	0	0	0	181520	0	0	0	0	0	0	181520
RCESSIONS	181485	0	0	0	0	0	0	181485	0	0	0	0	181485
BRACHYTHE	181457	0	0	181457	0	0	0	0	0	0	0	0	0
ACHYTHERA	181457	0	0	0	0	181457	0	0	0	0	0	0	0
CHYTHERAP	181457	0	0	0	0	0	181457	0	0	0	0	0	0
RACHYTHER	181457	0	0	0	181457	0	0	0	0	0	0	0	0
HYTHERAPY	181457	0	0	0	0	0	0	181457	0	0	0	0	181457
SENTIENCE	181446	181446	181446	181446	0	0	0	0	0	0	0	0	181446
NSOLVABLE	181440	0	0	0	181440	0	0	0	0	0	0	0	181440
UNSOLVABL	181440	0	0	181440	0	0	0	0	0	0	0	0	0
AFONTAINE	181420	0	0	0	181420	0	0	0	0	0	0	0	181420
LAFONTAIN	181420	0	0	181420	0	0	0	0	0	0	0	0	0
EHOLDINGS	181417	0	0	0	0	0	0	181417	0	0	0	0	181417
UNSCREWED	181389	181389	181389	181389	0	0	0	0	0	0	0	0	181389
UNDERSTAF	181381	0	0	181381	0	0	0	0	0	0	0	0	0
NDERSTAFF	181381	0	0	0	181381	0	0	0	0	0	0	0	0
ERSTAFFED	181381	0	0	0	0	0	181381	0	0	0	0	0	181381
DERSTAFFE	181381	0	0	0	0	181381	0	0	0	0	0	0	0
FARTHINGS	181353	181353	181353	181353	0	0	0	0	0	0	0	0	181353
KSCATTERE	181353	0	0	0	0	0	181353	0	0	0	0	0	0
ETALLIZAT	181344	0	0	0	181344	0	0	0	0	0	0	0	0
METALLIZA	181344	0	0	181344	0	0	0	0	0	0	0	0	0
REASONERS	181329	181329	181329	181329	0	0	0	0	0	0	0	0	181329
KOMMENTAR	181328	181328	181328	181328	0	0	0	0	0	0	0	0	181328
ACCUMBENS	181327	181327	181327	181327	0	0	0	0	0	0	0	0	181327
POSPADIAS	181318	0	0	0	0	181318	0	0	0	0	0	0	181318
HYPOSPADI	181318	0	0	181318	0	0	0	0	0	0	0	0	0
YPOSPADIA	181318	0	0	0	181318	0	0	0	0	0	0	0	0
VOROSHILO	181311	0	0	181311	0	0	0	0	0	0	0	0	0
OROSHILOV	181311	0	0	0	181311	0	0	0	0	0	0	0	181311
MUSALMANS	181301	181301	181301	181301	0	0	0	0	0	0	0	0	181301
UNSUSPICI	181281	0	0	181281	0	0	0	0	0	0	0	0	0
NSUSPICIO	181281	0	0	0	181281	0	0	0	0	0	0	0	0
WASTEFULN	181271	0	0	181271	0	0	0	0	0	0	0	0	0
STEFULNES	181271	0	0	0	0	181271	0	0	0	0	0	0	0
ASTEFULNE	181271	0	0	0	181271	0	0	0	0	0	0	0	0
PEARHEADS	181240	0	0	0	181240	0	0	0	0	0	0	0	181240
CATAPULTS	181222	181222	181222	181222	0	0	0	0	0	0	0	0	181222
UNOASSAYS	181213	0	0	0	0	0	181213	0	0	0	0	0	181213
COVERALLS	181177	181177	181177	181177	0	0	0	0	0	0	0	0	181177
SOFLURANE	181131	0	0	0	181131	0	0	0	0	0	0	0	181131
ISOFLURAN	181131	0	0	181131	0	0	0	0	0	0	0	0	0
OSTTREATM	181116	0	0	0	181116	0	0	0	0	0	0	0	0
STTREATME	181116	0	0	0	0	181116	0	0	0	0	0	0	0
POSTTREAT	181116	0	0	181116	0	0	0	0	0	0	0	0	0
TTREATMEN	181116	0	0	0	0	0	181116	0	0	0	0	0	0
BRIGHTMAN	181102	181102	181102	181102	0	0	0	0	0	0	0	0	181102
OSTLESHIP	181068	0	0	0	0	181068	0	0	0	0	0	0	181068
APOSTLESH	181068	0	0	181068	0	0	0	0	0	0	0	0	0
POSTLESHI	181068	0	0	0	181068	0	0	0	0	0	0	0	0
MICROTOME	181053	181053	181053	181053	0	0	0	0	0	0	0	0	181053
FORMATIVI	181048	0	0	0	0	0	181048	0	0	0	0	0	0
ERBINDUNG	181043	0	0	0	181043	0	0	0	0	0	0	0	181043
VERBINDUN	181043	0	0	181043	0	0	0	0	0	0	0	0	0
PERMATOGO	181032	0	0	0	181032	0	0	0	0	0	0	0	0
MATOGONIA	181032	0	0	0	0	0	0	181032	0	0	0	0	181032
ERMATOGON	181032	0	0	0	0	181032	0	0	0	0	0	0	0
RMATOGONI	181032	0	0	0	0	0	181032	0	0	0	0	0	0
IENTIALLY	181019	0	0	0	0	0	0	0	181019	0	0	0	181019
RIENTIALL	181019	0	0	0	0	0	0	181019	0	0	0	0	0
GNIFICAND	181015	0	0	0	0	181015	0	0	0	0	0	0	0
NIFICANDY	181015	0	0	0	0	0	181015	0	0	0	0	0	181015
BERLINERS	181013	181013	181013	181013	0	0	0	0	0	0	0	0	181013
IMBROGLIO	180985	180985	180985	180985	0	0	0	0	0	0	0	0	180985
RUNDSTEDT	180968	180968	180968	180968	0	0	0	0	0	0	0	0	180968
HOLLOWING	180932	180932	180932	180932	0	0	0	0	0	0	0	0	180932
ENTROMEDI	180918	0	0	0	180918	0	0	0	0	0	0	0	0
TROMEDIAL	180918	0	0	0	0	0	180918	0	0	0	0	0	180918
NTROMEDIA	180918	0	0	0	0	180918	0	0	0	0	0	0	0
VENTROMED	180918	0	0	180918	0	0	0	0	0	0	0	0	0
THROWAWAY	180908	180908	180908	180908	0	0	0	0	0	0	0	0	180908
EACHMENTS	180899	0	0	0	0	0	180899	0	0	0	0	0	180899
DEAMINASE	180888	180888	180888	180888	0	0	0	0	0	0	0	0	180888
NTOMBMENT	180886	0	0	0	180886	0	0	0	0	0	0	0	180886
ENTOMBMEN	180886	0	0	180886	0	0	0	0	0	0	0	0	0
NONWORKIN	180872	0	0	180872	0	0	0	0	0	0	0	0	0
ONWORKING	180872	0	0	0	180872	0	0	0	0	0	0	0	180872
KAZIMIERZ	180819	180819	180819	180819	0	0	0	0	0	0	0	0	180819
EGUCIGALP	180811	0	0	0	180811	0	0	0	0	0	0	0	0
TEGUCIGAL	180811	0	0	180811	0	0	0	0	0	0	0	0	0
GUCIGALPA	180811	0	0	0	0	180811	0	0	0	0	0	0	180811
STERSINGE	180807	0	0	0	0	0	180807	0	0	0	0	0	0
MEISTERSI	180807	0	0	180807	0	0	0	0	0	0	0	0	0
TERSINGER	180807	0	0	0	0	0	0	180807	0	0	0	0	180807
ISTERSING	180807	0	0	0	0	180807	0	0	0	0	0	0	0
EISTERSIN	180807	0	0	0	180807	0	0	0	0	0	0	0	0
SDIAGNOSE	180793	0	0	0	0	180793	0	0	0	0	0	0	0
YNGOSCOPY	180786	0	0	0	0	0	180786	0	0	0	0	0	180786
PHLETEERS	180784	0	0	0	0	0	180784	0	0	0	0	0	180784
XTRALEGAL	180751	0	0	0	180751	0	0	0	0	0	0	0	180751
EXTRALEGA	180751	0	0	180751	0	0	0	0	0	0	0	0	0
OSYNCLINE	180749	0	0	0	0	180749	0	0	0	0	0	0	180749
ICKERINGS	180738	0	0	0	180738	0	0	0	0	0	0	0	180738
URCHARGES	180736	0	0	0	180736	0	0	0	0	0	0	0	180736
VECTORIAL	180687	180687	180687	180687	0	0	0	0	0	0	0	0	180687
ACKENSACK	180682	0	0	0	180682	0	0	0	0	0	0	0	180682
HACKENSAC	180682	0	0	180682	0	0	0	0	0	0	0	0	0
NTERPOSES	180679	0	0	0	180679	0	0	0	0	0	0	0	180679
ACDIARMID	180615	0	0	0	180615	0	0	0	0	0	0	0	180615
MACDIARMI	180615	0	0	180615	0	0	0	0	0	0	0	0	0
ATHENAEUS	180590	180590	180590	180590	0	0	0	0	0	0	0	0	180590
ASPINWALL	180585	180585	180585	180585	0	0	0	0	0	0	0	0	180585
OLLVEREIN	180571	0	0	0	180571	0	0	0	0	0	0	0	180571
ZOLLVEREI	180571	0	0	180571	0	0	0	0	0	0	0	0	0
BEACHFRON	180556	0	0	180556	0	0	0	0	0	0	0	0	0
EACHFRONT	180556	0	0	0	180556	0	0	0	0	0	0	0	180556
ARGINALIA	180539	0	0	0	180539	0	0	0	0	0	0	0	180539
CANVASSER	180514	0	0	180514	0	0	0	0	0	0	0	0	0
ANVASSERS	180514	0	0	0	180514	0	0	0	0	0	0	0	180514
ORRICELLI	180497	0	0	0	180497	0	0	0	0	0	0	0	180497
TORRICELL	180497	0	0	180497	0	0	0	0	0	0	0	0	0
UGUSTINUS	180478	0	0	0	180478	0	0	0	0	0	0	0	180478
AUGUSTINU	180478	0	0	180478	0	0	0	0	0	0	0	0	0
ERATOLOGY	180447	0	0	0	180447	0	0	0	0	0	0	0	180447
TERATOLOG	180447	0	0	180447	0	0	0	0	0	0	0	0	0
TAPHYSEAL	180438	0	0	0	0	180438	0	0	0	0	0	0	180438
ETAPHYSEA	180438	0	0	0	180438	0	0	0	0	0	0	0	0
METAPHYSE	180438	0	0	180438	0	0	0	0	0	0	0	0	0
GOVERMENT	180433	180433	180433	180433	0	0	0	0	0	0	0	0	180433
SILLANIMI	180422	0	0	0	0	180422	0	0	0	0	0	0	0
ILLANIMIT	180422	0	0	0	0	0	180422	0	0	0	0	0	0
LLANIMITY	180422	0	0	0	0	0	0	180422	0	0	0	0	180422
ASSINIBOI	180412	0	0	180412	0	0	0	0	0	0	0	0	0
SSINIBOIN	180412	0	0	0	180412	0	0	0	0	0	0	0	0
SINIBOINE	180412	0	0	0	0	180412	0	0	0	0	0	0	180412
YPERPLANE	180410	0	0	0	180410	0	0	0	0	0	0	0	180410
HYPERPLAN	180410	0	0	180410	0	0	0	0	0	0	0	0	0
SHAMBHALA	180406	180406	180406	180406	0	0	0	0	0	0	0	0	180406
PHILLIPPS	180388	180388	180388	180388	0	0	0	0	0	0	0	0	180388
REFACTIVE	180384	0	0	0	0	0	180384	0	0	0	0	0	180384
TREFACTIV	180384	0	0	0	0	180384	0	0	0	0	0	0	0
ENTEROTOX	180380	0	0	180380	0	0	0	0	0	0	0	0	0
TEROTOXIN	180380	0	0	0	0	180380	0	0	0	0	0	0	180380
NTEROTOXI	180380	0	0	0	180380	0	0	0	0	0	0	0	0
CENDINGLY	180354	0	0	0	0	0	0	0	0	180354	0	0	180354
SCENDINGL	180354	0	0	0	0	0	0	0	180354	0	0	0	0
ARCASSONN	180353	0	0	0	180353	0	0	0	0	0	0	0	0
RCASSONNE	180353	0	0	0	0	180353	0	0	0	0	0	0	180353
CARCASSON	180353	0	0	180353	0	0	0	0	0	0	0	0	0
LEASINGLY	180351	0	0	0	180351	0	0	0	0	0	0	0	180351
PLEASINGL	180351	0	0	180351	0	0	0	0	0	0	0	0	0
DUCTIBLES	180346	0	0	0	0	180346	0	0	0	0	0	0	180346
NSHEATHED	180298	0	0	0	180298	0	0	0	0	0	0	0	180298
UNSHEATHE	180298	0	0	180298	0	0	0	0	0	0	0	0	0
WEINSTOCK	180294	180294	180294	180294	0	0	0	0	0	0	0	0	180294
OYEURISTI	180278	0	0	0	180278	0	0	0	0	0	0	0	0
VOYEURIST	180278	0	0	180278	0	0	0	0	0	0	0	0	0
YEURISTIC	180278	0	0	0	0	180278	0	0	0	0	0	0	180278
CUCHULAIN	180256	180256	180256	180256	0	0	0	0	0	0	0	0	180256
PROGENIES	180242	180242	180242	180242	0	0	0	0	0	0	0	0	180242
PULARISED	180238	0	0	0	0	180238	0	0	0	0	0	0	180238
INCOORDIN	180234	0	0	180234	0	0	0	0	0	0	0	0	0
OMMUNALIT	180226	0	0	0	180226	0	0	0	0	0	0	0	0
MMUNALITY	180226	0	0	0	0	180226	0	0	0	0	0	0	180226
NEODYMIUM	180225	180225	180225	180225	0	0	0	0	0	0	0	0	180225
ERLOGGING	180201	0	0	0	0	0	180201	0	0	0	0	0	180201
ATERLOGGI	180201	0	0	0	180201	0	0	0	0	0	0	0	0
TERLOGGIN	180201	0	0	0	0	180201	0	0	0	0	0	0	0
COMMISSAI	180195	0	0	180195	0	0	0	0	0	0	0	0	0
MMISSAIRE	180195	0	0	0	0	180195	0	0	0	0	0	0	180195
OMMISSAIR	180195	0	0	0	180195	0	0	0	0	0	0	0	0
LEFKOWITZ	180181	180181	180181	180181	0	0	0	0	0	0	0	0	180181
HERTZBERG	180175	180175	180175	180175	0	0	0	0	0	0	0	0	180175
OLOFERNES	180168	0	0	0	180168	0	0	0	0	0	0	0	180168
HOLOFERNE	180168	0	0	180168	0	0	0	0	0	0	0	0	0
EVERATION	180137	0	0	0	0	0	0	180137	0	0	0	0	180137
ERSEVERAT	180137	0	0	0	180137	0	0	0	0	0	0	0	0
SEVERATIO	180137	0	0	0	0	0	180137	0	0	0	0	0	0
RSEVERATI	180137	0	0	0	0	180137	0	0	0	0	0	0	0
BAILIWICK	180099	180099	180099	180099	0	0	0	0	0	0	0	0	180099
AVEOWNERS	180088	0	0	0	0	180088	0	0	0	0	0	0	180088
SLAVEOWNE	180088	0	0	180088	0	0	0	0	0	0	0	0	0
LAVEOWNER	180088	0	0	0	180088	0	0	0	0	0	0	0	0
GARNERING	180072	180072	180072	180072	0	0	0	0	0	0	0	0	180072
EASEHOLDS	180051	0	0	0	180051	0	0	0	0	0	0	0	180051
ACUMINATA	180028	180028	180028	180028	0	0	0	0	0	0	0	0	180028
NTIONALIS	180014	0	0	0	0	0	0	0	180014	0	0	0	0
REGRINATI	180002	0	0	0	0	180002	0	0	0	0	0	0	0
EGRINATIO	180002	0	0	0	0	0	180002	0	0	0	0	0	0
EREGRINAT	180002	0	0	0	180002	0	0	0	0	0	0	0	0
GRINATION	180002	0	0	0	0	0	0	180002	0	0	0	0	0
